SEXO;FORMA_INGRESSO;COTA2;FORMA_EVASAO2;COD_CURSO;ANO_INGRESSO;DT_EVASAO;ANO_EVASAO;PSC;Enem-L;Enem-CH;Enem-CN;Enem-M;Enem-R;EnemTotal;NotaAL1;NotaAL2;NotaC1;NotaIP;NotaAED1;CR-1P;N-MATR;N-DISC-APRV;N-DISC-APRV-1P;TX-INTEGR-DISC;TX-APROV-DISC;TX-APROV-DISC-1P;TX-APROVEIT-DISC
M;SISU;AC;Sem Evasão;IE08;2016;;;;603.3;700.1;676.5;722.4;760.0;692.46;3.72;;2.9;4.63;;5.676666667;37;20;2;0.408163265;0.540540541;0.333333333;0.544217687
M;SISU;AC;Desistente;IE08;2013;19/07/2017;2017;;563.8;548.9;507.9;559.9;480.0;532.1;0;;0;2.05;;2.544285714;9;2;2;0.040816327;0.222222222;0.333333333;0.027210884
M;SISU;AC;Desistente;IE08;2012;13/11/2012;2012;;;;;;;;0;;0.11;0.8;;0.68;6;0;0;0;0;0;0
M;PSC;AC;Sem Evasão;IE08;2013;;;;;;;;;;1.55;;1.45;8.62;5.71;4.128888889;43;10;3;0.204081633;0.23255814;0.5;0.136054422
M;PSC;AC;Formado;IE08;2014;19/01/2018;2018;;599.3;617;629.2;830.6;780.0;691.22;7.93;7.5;9.32;9.79;10;8.831;64;46;5;0.93877551;0.71875;0.833333333;0.751020408
M;SISU;AC;Desistente;IE08;2014;06/03/2015;2015;;572.6;654;640.4;659.8;860.0;677.36;0;;1.33;0;;0.646;5;0;0;0;0;0;0
M;PSE;Outro;Sem Evasão;IE08;2015;;;;;;;;;;6;0.67;0;5.5;8.25;4.9008;41;8;2;0.163265306;0.195121951;0.333333333;0.163265306
M;PSC;AC;Sem Evasão;IE08;2017;;;;;;;;;;9.5;7.11;9.67;9.65;8.74;8.558333333;31;24;6;0.489795918;0.774193548;1;0.979591837
M;PSC;AC;Desistente;IE08;2012;26/11/2013;2013;;;;;;;;2.39;0;0.95;2.8;;4.064166667;19;7;3;0.142857143;0.368421053;0.5;0.081632653
M;SISU;IndepRenda;Desistente;IE08;2015;15/02/2018;2018;;615.3;611;576.8;731.4;660.0;638.9;9.77;1.56;4.25;8.3;8.59;6.842;26;16;3;0.326530612;0.615384615;0.5;0.326530612
M;PSC;AC;Sem Evasão;IE08;2016;;;;557.5;652.7;595.8;628.6;660.0;618.92;4.68;;5;7.6;0;5.05;39;24;4;0.489795918;0.615384615;0.666666667;0.653061224
F;SISU;AC;Desistente;IE08;2014;19/07/2017;2017;;633.3;726.6;630.7;593.3;760.0;668.78;0;;0;0;;0;5;0;0;0;0;0;0
M;PSC;IndepRenda;Desistente;IE08;2017;25/01/2019;2019;;538.4;583;562.2;612.7;600.0;579.26;1;;0.39;2.89;;2.491818182;11;2;1;0.040816327;0.181818182;0.166666667;0.081632653
M;SISU;AC;Sem Evasão;IE08;2017;;;;603.7;685.4;705.4;813.1;600.0;681.52;7.5;7.07;8.43;9.48;9.52;8.295833333;31;25;6;0.510204082;0.806451613;1;1.020408163
M;PSC;AC;Sem Evasão;IE08;2015;;;;;;;;;;4.33;;0.63;6.02;5.6;5.151111111;39;8;2;0.163265306;0.205128205;0.333333333;0.163265306
F;PSC;AC;Sem Evasão;IE08;2016;;;;592.1;637.2;478.9;510.2;640.0;571.68;2.48;;0.67;5.83;0;4.191818182;24;7;3;0.142857143;0.291666667;0.5;0.19047619
M;SISU;AC;Desistente;IE08;2012;28/02/2016;2016;;;;;;;;0;;0;0;;0;6;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE08;2016;;;;608.8;655.5;587.1;812;780.0;688.68;6.78;;7.32;7.43;3.2;5.114545455;38;24;5;0.489795918;0.631578947;0.833333333;0.653061224
M;SISU;AC;Desistente;IE08;2017;18/05/2017;2017;;628.1;631;580.4;611.2;700.0;630.14;0;;0;0.48;;0.24;6;0;0;0;0;0;0
M;PSE;Outro;Sem Evasão;IE08;2015;;;;563.7;596.6;434;374.8;520.0;497.82;4.6;;1.09;5.02;0.52;4.706363636;47;19;3;0.387755102;0.404255319;0.5;0.387755102
M;SISU;Renda;Sem Evasão;IE08;2015;;;;507.8;601.8;484.8;562.8;600.0;551.44;0.1;;0.21;0;5;1.175714286;43;3;0;0.06122449;0.069767442;0;0.06122449
F;SISU;IndepRenda;Sem Evasão;IE08;2018;;;;625;642.4;602.5;676.7;880.0;685.32;6.33;0;3.93;7.11;0;3.514;15;4;4;0.081632653;0.266666667;0.666666667;0.326530612
M;PSC;AC;Sem Evasão;IE08;2015;;;;631.8;622.6;607.4;693.4;600.0;631.04;4.5;;0.21;7.73;0.44;4.898888889;45;18;3;0.367346939;0.4;0.5;0.367346939
M;SISU;AC;Desistente;IE08;2013;20/02/2014;2014;;612.6;620.8;576.9;742.2;620.0;634.5;0;;0.11;0;;0.24;5;0;0;0;0;0;0
M;PSC;AC;Sem Evasão;IE08;2017;;;;;;;;;;8.13;1.82;7.87;8.69;9;7.506923077;32;24;6;0.489795918;0.75;1;0.979591837
M;SISU;IndepRenda;Sem Evasão;IE08;2017;;;;625.8;623.9;553.1;393.6;400.0;519.28;1.17;;5;5.34;1.33;3.570909091;25;9;4;0.183673469;0.36;0.666666667;0.367346939
M;PSC;AC;Sem Evasão;IE08;2014;;;;532.1;553.5;543.3;617.7;440.0;537.32;2.2;0.33;5.55;7.56;2.99;5.440909091;75;29;4;0.591836735;0.386666667;0.666666667;0.473469388
F;SISU;AC;Desistente;IE08;2013;19/12/2017;2017;;535.5;635.1;506.4;683.3;660.0;604.06;0;;0.11;2.87;;2.17;15;2;2;0.040816327;0.133333333;0.333333333;0.027210884
F;PSC;AC;Formado;IE08;2013;05/04/2017;2017;;;;;;;;7.67;8.33;8.11;7.31;8.79;8.173;67;45;5;0.918367347;0.671641791;0.833333333;0.612244898
M;SISU;AC;Desistente;IE08;2014;02/03/2015;2015;;;;;;;;0;;0;0;;0;5;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE08;2014;;;;572.8;726.3;696.6;657.3;700.0;670.6;5.03;;9.33;7.05;5.13;6.005185185;71;22;2;0.448979592;0.309859155;0.333333333;0.359183673
M;PSC;AC;Sem Evasão;IE08;2018;;;;619.5;646.9;599.8;721.6;740.0;665.56;5.33;5.98;5;9.13;8.12;6.414615385;21;10;5;0.204081633;0.476190476;0.833333333;0.816326531
M;SISU;AC;Sem Evasão;IE08;2016;;;;637.3;640.1;576.4;839.1;740.0;686.58;7.87;7.57;7.48;9.3;8.37;7.725833333;46;37;6;0.755102041;0.804347826;1;1.006802721
M;SISU;Renda;Sem Evasão;IE08;2016;;;;550.3;527.6;515.9;468.7;700.0;552.5;5.59;0.17;1.31;5.5;0.7;3.553333333;39;12;2;0.244897959;0.307692308;0.333333333;0.326530612
M;SISU;AC;Desistente;IE08;2013;28/02/2016;2016;;547.5;684.2;571.3;823.3;800.0;685.26;8.6;6.2;8;7.8;7.34;6.538;26;0;0;0;0;0;0
M;PSC;AC;Formado;IE08;2015;21/02/2019;2019;;;;;;;;8.17;6.98;5.33;9.67;9.77;8.613;58;48;5;0.979591837;0.827586207;0.833333333;0.979591837
M;SISU;AC;Formado;IE08;2015;21/02/2019;2019;;600.3;674.9;605.4;812.9;660.0;670.7;8.43;6.29;7.38;9.25;8.29;8.478;58;48;5;0.979591837;0.827586207;0.833333333;0.979591837
M;PSC;AC;Desistente;IE08;2013;19/07/2017;2017;;342.2;529.7;567.2;707;500.0;529.22;3.45;;3;8.09;0;3.544444444;10;3;3;0.06122449;0.3;0.5;0.040816327
M;PSC;AC;Sem Evasão;IE08;2017;;;;695.8;597.9;623.9;669;580.0;633.32;1.63;;5.1;4.54;;3.643636364;14;4;2;0.081632653;0.285714286;0.333333333;0.163265306
F;PSC;IndepRenda;Sem Evasão;IE08;2016;;;;577.8;541.2;467.6;454.9;560.0;520.3;0;;0;0;;0;6;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE08;2017;;;;655.9;630.1;653.2;767.7;660.0;673.38;7.68;5.16;9.33;9.82;9.26;7.910769231;28;18;6;0.367346939;0.642857143;1;0.734693878
M;Outros;Outro;Sem Evasão;IE08;2016;;;;624.5;622.6;535.6;380.8;680.0;568.7;6.33;;;9.21;;4.69;34;23;2;0.469387755;0.676470588;0.333333333;0.62585034
M;Outros;Outro;Desistente;IE08;2017;31/08/2018;2018;;;;;;;;5;2.67;6.27;1.26;;3.611818182;11;5;3;0.102040816;0.454545455;0.5;0.204081633
M;PSC;AC;Desistente;IE08;2014;07/12/2018;2018;;;;;;;;0.9;;1.55;6.89;1.69;5.01375;22;7;3;0.142857143;0.318181818;0.5;0.114285714
F;PSC;AC;Sem Evasão;IE08;2018;;;;;;;;;;5.11;0;5.14;5.63;0;3.370909091;16;5;5;0.102040816;0.3125;0.833333333;0.408163265
F;SISU;AC;Sem Evasão;IE08;2015;;;;610.6;654;601.3;718.5;640.0;644.88;7;1;0.21;7.97;2.73;5.009090909;49;18;4;0.367346939;0.367346939;0.666666667;0.367346939
F;PSE;AC;Desistente;IE08;2014;19/07/2017;2017;;;;;;;;;;;0;;0;3;0;0;0;0;0;0
F;PSC;AC;Formado;IE08;2013;21/02/2019;2019;;;;;;;;2.55;;1.45;5.03;5.01;4.222222222;76;46;3;0.93877551;0.605263158;0.5;0.62585034
M;SISU;AC;Sem Evasão;IE08;2012;;;;;;;;;;0.55;9.25;1;1.37;;6.065;86;20;3;0.408163265;0.23255814;0.5;0.233236152
M;PSC;IndepRenda;Sem Evasão;IE08;2018;;;;612.5;672.8;600.7;675.9;600.0;632.38;8.39;7.15;8.23;9.83;9.12;8.066666667;19;10;5;0.204081633;0.526315789;0.833333333;0.816326531
F;PSC;AC;Sem Evasão;IE08;2015;;;;;;;;;;6.43;6.36;2.09;8.6;4.67;6.966363636;56;35;4;0.714285714;0.625;0.666666667;0.714285714
F;PSC;AC;Formado;IE08;2013;05/04/2017;2017;;591.1;634;544;609.8;800.0;635.78;8.11;6.67;7.78;8.78;8.1;7.958;55;44;5;0.897959184;0.8;0.833333333;0.598639456
M;PSC;AC;Desistente;IE08;2013;10/01/2014;2014;;;;;;;;0;;1.11;0;;0.614;5;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE08;2016;;;;649.5;678.7;616.5;722.8;640.0;661.5;8.67;5.87;8.43;8;9;6.609791667;70;14;3;0.285714286;0.2;0.5;0.380952381
M;PSC;Renda;Formado;IE08;2014;11/09/2018;2018;;496.5;532.8;555.2;409.4;600.0;518.78;0.5;0.17;1.78;6.45;5.96;4.918181818;67;47;3;0.959183673;0.701492537;0.5;0.767346939
M;SISU;AC;Sem Evasão;IE08;2018;;;;601.3;648;628.8;641.5;740.0;651.92;0;;0.49;0;;1.321666667;6;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE08;2014;;;;611;604.7;600.9;714.5;680.0;642.22;8.27;7;7.85;8.26;8.85;8.115;72;45;5;0.918367347;0.625;0.833333333;0.734693878
M;SISU;IndepRenda;Sem Evasão;IE08;2018;;;;641.5;663.1;724.4;729.6;560.0;663.72;10;8.5;10;9.48;6.4;8.226923077;20;10;5;0.204081633;0.5;0.833333333;0.816326531
M;SISU;AC;Formado;IE08;2012;05/04/2017;2017;;;;;;;;6.89;5.6;9.12;6.43;3.93;7.001666667;55;46;6;0.93877551;0.836363636;1;0.536443149
M;SISU;IndepRenda;Sem Evasão;IE08;2016;;;;604.2;710.5;630.8;639.7;780.0;673.04;5.23;6.33;6.91;7.93;9.45;7.165833333;46;37;6;0.755102041;0.804347826;1;1.006802721
M;PSC;AC;Formado;IE08;2015;21/02/2019;2019;;;;;;;;9;9.39;5.29;10;9.92;8.912;58;48;5;0.979591837;0.827586207;0.833333333;0.979591837
M;SISU;AC;Formado;IE08;2012;11/09/2018;2018;;;;;;;;7.18;5.83;7.39;9.67;9.53;7.884166667;70;45;6;0.918367347;0.642857143;1;0.524781341
M;PSC;AC;Sem Evasão;IE08;2013;;;;;;;;;;7.11;3.92;7.45;8.09;6.65;7.224;71;45;5;0.918367347;0.633802817;0.833333333;0.612244898
M;SISU;Renda;Sem Evasão;IE08;2016;;;;534.6;616.1;630.2;549.1;580.0;582;8.3;7.72;5.95;8.13;9.36;7.58;44;36;6;0.734693878;0.818181818;1;0.979591837
M;SISU;Renda;Desistente;IE08;2015;21/03/2017;2017;;541.3;595;586.9;412.7;560.0;539.18;1.17;;0.21;6.25;0.25;3.46375;19;5;3;0.102040816;0.263157895;0.5;0.102040816
M;PSE;Outro;Sem Evasão;IE08;2015;;;;;;;;;;8.6;5.87;6.83;8.37;8.1;6.335;56;29;3;0.591836735;0.517857143;0.5;0.591836735
M;SISU;IndepRenda;Sem Evasão;IE08;2018;;;;624.7;648.6;659.5;680.9;660.0;654.74;5.17;0;5;8.25;8.92;6.26;18;8;5;0.163265306;0.444444444;0.833333333;0.653061224
M;PSC;IndepRenda;Sem Evasão;IE08;2014;;;;;;;;;;0.37;;2;3.54;;2.981428571;18;3;2;0.06122449;0.166666667;0.333333333;0.048979592
M;PSC;IndepRenda;Sem Evasão;IE08;2018;;;;;;;;;;0;;0;0;;0.666666667;6;0;0;0;0;0;0
M;PSC;AC;Sem Evasão;IE08;2015;;;;594.4;640.2;527.5;702.7;440.0;580.96;8.5;8.44;6.5;6;7.95;7.2525;59;34;5;0.693877551;0.576271186;0.833333333;0.693877551
M;SISU;IndepRenda;Sem Evasão;IE08;2015;;;;603.2;638.1;590.2;704.9;540.0;615.28;7.83;1;8.67;5.12;0.44;6.102777778;67;34;4;0.693877551;0.507462687;0.666666667;0.693877551
M;SISU;AC;Sem Evasão;IE08;2017;;;;624.2;662.1;655.7;765.1;880.0;717.42;9.1;5.64;8.32;10;9.82;8.508333333;30;24;6;0.489795918;0.8;1;0.979591837
F;PSC;AC;Formado;IE08;2014;19/01/2018;2018;;702.6;705.5;608.2;722.1;720.0;691.68;6.7;8.67;8.53;9.71;9.64;9.113;63;46;5;0.93877551;0.73015873;0.833333333;0.751020408
M;PSC;Renda;Sem Evasão;IE08;2018;;;;;;;;;;0.22;;0.44;0;;2.462;12;0;0;0;0;0;0
M;SISU;AC;Sem Evasão;IE08;2013;;;;595.8;585;687.6;799.7;720.0;677.62;3.11;0.83;5.05;5.01;4.13;3.888181818;76;33;4;0.673469388;0.434210526;0.666666667;0.448979592
M;SISU;AC;Desistente;IE08;2012;06/03/2015;2015;;;;;;;;0.67;;1.73;2.37;;4.988181818;36;12;3;0.244897959;0.333333333;0.5;0.139941691
M;SISU;IndepRenda;Sem Evasão;IE08;2017;;;;630.2;618.1;588;716.9;600.0;630.64;1.92;;0.62;5.67;5.44;5.074444444;25;13;3;0.265306122;0.52;0.5;0.530612245
F;PSC;AC;Desistente;IE08;2014;19/12/2017;2017;;;;;;;;1.2;0.17;1.51;7.01;0.26;4.3025;34;8;3;0.163265306;0.235294118;0.5;0.130612245
M;PSC;Renda;Sem Evasão;IE08;2017;;;;;;;;;;5.57;1.49;5;5.55;5;4.861666667;31;17;4;0.346938776;0.548387097;0.666666667;0.693877551
M;PSC;IndepRenda;Desistente;IE08;2015;20/12/2018;2018;;536.6;566.3;522.2;429.3;400.0;490.88;3.33;;0;0;;0.666;6;0;0;0;0;0;0
M;PSC;AC;Formado;IE08;2013;21/02/2019;2019;;;;;;;;2.78;2.83;6.05;8;5.03;4.627272727;83;44;4;0.897959184;0.530120482;0.666666667;0.598639456
M;SISU;IndepRenda;Sem Evasão;IE08;2014;;;;637;676.2;570.6;762.5;660.0;661.26;0.5;;3.22;7.84;8.85;6.493;72;39;3;0.795918367;0.541666667;0.5;0.636734694
M;PSC;AC;Formado;IE08;2012;11/09/2018;2018;;;;;;;;0.89;;2.31;4.13;;5.250833333;84;43;3;0.87755102;0.511904762;0.5;0.501457726
M;SISU;AC;Formado;IE08;2012;19/01/2018;2018;;;;;;;;7.5;0.67;5.01;2.87;;4.596363636;76;37;3;0.755102041;0.486842105;0.5;0.43148688
M;PSE;Outro;Sem Evasão;IE08;2015;;;;;;;;;;7.69;;8.1;7.83;7.53;6.923157895;76;12;1;0.244897959;0.157894737;0.166666667;0.244897959
M;PSC;AC;Desistente;IE08;2012;28/02/2016;2016;;;;;;;;5.01;2.33;5.25;2.73;;4.181818182;24;6;4;0.12244898;0.25;0.666666667;0.069970845
M;PSC;Renda;Sem Evasão;IE08;2015;;;;;;;;;;0.1;;0.88;7.62;0.83;4.187777778;50;26;2;0.530612245;0.52;0.333333333;0.530612245
F;PSC;AC;Sem Evasão;IE08;2017;;;;701.4;710.6;631.8;811.3;760.0;723.02;10;2.67;9.35;9.56;8.28;7.5275;26;16;6;0.326530612;0.615384615;1;0.653061224
F;PSC;Renda;Desistente;IE08;2017;02/03/2018;2018;;;;;;;;0.03;;0;0.43;;1.193333333;6;0;0;0;0;0;0
M;SISU;IndepRenda;Sem Evasão;IE08;2015;;;;567.1;632.6;532.6;505.8;540.0;555.62;5.33;1;0.21;5.42;9.97;6.218888889;62;37;4;0.755102041;0.596774194;0.666666667;0.755102041
M;Outros;Outro;Desistente;IE08;2013;02/03/2018;2018;;;;;;;;0;;0;0;;0;32;1;0;0.020408163;0.03125;0;0.013605442
M;PSC;AC;Desistente;IE17;2013;27/02/2017;2017;;;;;;;;0;;;1.51;;0.251666667;8;0;0;0;0;0;0
M;PSE;Outro;Desistente;IE17;2012;27/02/2017;2017;;;;;;;;0;;5.6;0;;3.77;13;4;0;0.097560976;0.307692308;0;0.055749129
M;SISU;AC;Formado;IE17;2012;19/01/2018;2018;;;;;;;;6.41;;6;9.37;;7.32;70;36;5;0.87804878;0.514285714;1;0.50174216
M;SISU;AC;Desistente;IE17;2013;28/02/2017;2017;;618;707;640.1;719.1;620.0;660.84;0;;;0;;0;6;0;0;0;0;0;0
M;SISU;Renda;Desistente;IE17;2016;14/03/2017;2017;;628;644.7;531.5;557;720.0;616.24;0;;0;0;0;0.363636364;11;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2012;19/07/2017;2017;;;;;;;;0;;5.13;0;0;1.621875;32;0;0;0;0;0;0
M;PSC;AC;Formado;IE17;2013;10/11/2016;2016;;517.7;632;502.2;647.2;820.0;623.82;6.03;;5.67;6.93;;7.508461538;54;40;6;0.975609756;0.740740741;1.2;0.650406504
M;SISU;Renda;Desistente;IE17;2015;02/03/2018;2018;;547.5;578.3;553.4;728.4;660.0;613.52;7.33;;1.39;8.82;3.21;6.005;11;7;5;0.170731707;0.636363636;1;0.170731707
M;SISU;AC;Desistente;IE17;2013;28/02/2017;2017;;552.9;618.3;503;732.1;660.0;613.26;0;;;0;;0.25;6;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2013;28/02/2017;2017;;;;;;;;2;;;1.27;;3.423333333;9;3;2;0.073170732;0.333333333;0.4;0.048780488
F;SISU;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;0;;;0;;1.3325;10;1;1;0.024390244;0.1;0.2;0.013937282
F;PSC;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;7.45;;;1.28;;6.333636364;23;8;4;0.195121951;0.347826087;0.8;0.111498258
F;SISU;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;0;;;0;;0;6;0;0;0;0;0;0
F;PSC;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;8.38;;;2.8;0.71;4.058666667;21;7;4;0.170731707;0.333333333;0.8;0.097560976
M;SISU;AC;Formado;IE17;2012;18/03/2016;2016;;;;;;;;6.5;;5.23;6.72;;7.487647059;65;34;4;0.829268293;0.523076923;0.8;0.473867596
M;Outros;Outro;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;;;7.4;5.6;;7.381818182;21;3;0;0.073170732;0.142857143;0;0.041811847
M;SISU;AC;Desistente;IE17;2012;12/03/2015;2015;;;;;;;;10;;7.5;5.8;;6.00125;40;7;4;0.170731707;0.175;0.8;0.097560976
M;Outros;Outro;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;5.78;;;3.11;;6.39;6;4;4;0.097560976;0.666666667;0.8;0.055749129
M;PSC;AC;Formado;IE17;2012;18/03/2016;2016;;;;;;;;9.67;;7.5;9.04;;8.4575;76;41;6;1;0.539473684;1.2;0.571428571
M;SISU;AC;Formado;IE17;2012;09/04/2018;2018;;;;;;;;8;;5.67;4.3;;7.005454545;68;39;5;0.951219512;0.573529412;1;0.543554007
F;PSC;IndepRenda;Desistente;IE17;2014;30/12/2015;2015;;;;;;;;2.22;;0;0;0;1.816666667;12;1;1;0.024390244;0.083333333;0.2;0.019512195
M;PSC;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;8.22;;;0.88;;3.97125;16;3;3;0.073170732;0.1875;0.6;0.041811847
M;SISU;AC;Formado;IE17;2012;19/01/2018;2018;;;;;;;;5;;5;8.27;;6.723529412;69;29;4;0.707317073;0.420289855;0.8;0.404181185
F;SISU;AC;Desistente;IE17;2012;19/07/2017;2017;;;;;;;;6.7;;7.4;5.8;;5.504285714;36;6;3;0.146341463;0.166666667;0.6;0.083623693
M;PSC;AC;Formado;IE17;2013;10/11/2016;2016;;;;;;;;6.67;;6.17;8.3;;8.171538462;56;42;6;1.024390244;0.75;1.2;0.682926829
M;SISU;AC;Desistente;IE17;2013;19/07/2017;2017;;645.9;644.8;609.5;671;720.0;658.24;0;;;0;;0;18;1;0;0.024390244;0.055555556;0;0.016260163
M;Outros;Outro;Desistente;IE17;2014;19/12/2017;2017;;;;;;;;;;;0;;0;6;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2013;22/02/2018;2018;;;;;;;;0;;;2.98;;4.318;36;8;3;0.195121951;0.222222222;0.6;0.130081301
F;PSC;AC;Formado;IE17;2014;19/01/2018;2018;;;;;;;;8.89;;5.53;6.2;5.14;7.431;52;42;5;1.024390244;0.807692308;1;0.819512195
F;PSC;AC;Formado;IE17;2013;19/01/2018;2018;;;;;;;;1.17;;1.33;5.73;;5.47;67;42;5;1.024390244;0.626865672;1;0.682926829
F;SISU;AC;Desistente;IE17;2012;26/03/2013;2013;;;;;;;;0;;;0;;0.528333333;6;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2012;19/07/2017;2017;;;;;;;;0;;0.17;1.32;2.11;1.872727273;30;4;1;0.097560976;0.133333333;0.2;0.055749129
M;PSC;AC;Formado;IE17;2012;18/03/2016;2016;;;;;;;;8.67;;5.67;2.71;6.57;6.895384615;70;38;5;0.926829268;0.542857143;1;0.529616725
M;PSE;Outro;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;;;;0;;0;2;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;1.33;;;1.92;;4.153333333;6;3;3;0.073170732;0.5;0.6;0.041811847
M;PSC;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;1.89;;0;2.56;;4.339230769;20;7;4;0.170731707;0.35;0.8;0.097560976
M;SISU;AC;Desistente;IE17;2013;12/02/2014;2014;;579.2;654.2;577.8;677.4;600.0;617.72;0;;;0;;0;6;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2014;06/03/2015;2015;;567.2;625.7;611.5;624.4;720.0;629.76;7.33;;5.5;6.23;1.87;6.52;10;9;5;0.219512195;0.9;1;0.175609756
M;SISU;AC;Desistente;IE17;2013;19/12/2017;2017;;477.4;589.6;557.6;646;580.0;570.12;7.33;;;5.75;;4.724545455;26;8;4;0.195121951;0.307692308;0.8;0.130081301
F;PSC;AC;Formado;IE17;2013;10/11/2016;2016;;603.4;601.2;499.6;591.3;920.0;643.1;7.67;;6.33;8.41;;8.4025;51;39;6;0.951219512;0.764705882;1.2;0.634146341
M;SISU;AC;Desistente;IE17;2013;19/12/2017;2017;;597.1;700.3;626.8;756.3;660.0;668.1;6.2;;5;0;;2.7;17;1;0;0.024390244;0.058823529;0;0.016260163
F;PSC;AC;Desistente;IE17;2012;21/01/2013;2013;;;;;;;;10;;;7.7;;8.811666667;6;6;6;0.146341463;1;1.2;0.083623693
M;SISU;AC;Desistente;IE17;2012;28/02/2017;2017;;;;;;;;6;;6;2.52;;6.376666667;20;1;1;0.024390244;0.05;0.2;0.013937282
M;PSC;AC;Formado;IE17;2012;18/03/2016;2016;;;;;;;;9.11;;;7.2;;7.784166667;73;40;5;0.975609756;0.547945205;1;0.557491289
M;SISU;AC;Desistente;IE17;2012;28/02/2016;2016;;;;;;;;0;;;0;;0.475714286;9;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2013;28/04/2014;2014;;;;;;;;9.37;;2.67;7.39;;6.54;12;8;6;0.195121951;0.666666667;1.2;0.130081301
F;PSC;AC;Formado;IE17;2012;24/09/2015;2015;;;;;;;;9.78;;6.17;7;;7.213333333;74;40;6;0.975609756;0.540540541;1.2;0.557491289
M;SISU;Renda;Desistente;IE17;2016;22/02/2018;2018;;566.8;626;484;589.2;720.0;597.2;0;;;0;0.13;2.0525;13;2;2;0.048780488;0.153846154;0.4;0.06504065
F;PSC;AC;Desistente;IE17;2012;28/02/2016;2016;;;;;;;;2.22;;;1;;1.87;6;1;1;0.024390244;0.166666667;0.2;0.013937282
F;PSC;AC;Formado;IE17;2014;19/01/2018;2018;;;;;;;;7.55;;6.43;9.8;8.46;7.906;45;42;5;1.024390244;0.933333333;1;0.819512195
F;SISU;AC;Formado;IE17;2014;16/08/2017;2017;;;;;;;;7.22;;6.7;10;9.31;8.289;45;43;5;1.048780488;0.955555556;1;0.83902439
F;PSE;Outro;Formado;IE17;2015;05/04/2017;2017;;;;;;;;7.97;;5.18;6.75;;7.263225806;46;25;6;0.609756098;0.543478261;1.2;0.609756098
F;PSC;AC;Formado;IE17;2012;18/03/2016;2016;;;;;;;;8.45;;5.42;6.37;;6.845833333;68;39;6;0.951219512;0.573529412;1.2;0.543554007
M;SISU;AC;Desistente;IE17;2014;19/12/2017;2017;;631.5;706.2;560.9;612.3;820.0;666.18;0;;;0;0;0.241428571;9;0;0;0;0;0;0
M;SISU;AC;Desistente;IE17;2013;05/02/2014;2014;;697.2;742.7;624;801.4;620.0;697.06;0;;;0;;0;6;0;0;0;0;0;0
M;SISU;Renda;Desistente;IE17;2016;02/03/2018;2018;;571.4;659.5;547.8;570.6;560.0;581.86;0.44;;0;3.2;1.51;3.741111111;17;7;3;0.170731707;0.411764706;0.6;0.227642276
M;PSC;Renda;Desistente;IE17;2013;28/02/2016;2016;;;;;;;;0;;;0;;0;6;0;0;0;0;0;0
M;PSC;Renda;Desistente;IE17;2014;12/02/2016;2016;;513.3;530.5;510;399.4;700.0;530.64;5.33;;0;0.22;0;3.402222222;15;4;3;0.097560976;0.266666667;0.6;0.07804878
M;SISU;AC;Desistente;IE17;2013;19/12/2017;2017;;592.3;604.5;500.1;653.4;580.0;586.06;0;;;1.23;;1.00875;23;3;0;0.073170732;0.130434783;0;0.048780488
M;SISU;IndepRenda;Desistente;IE17;2013;28/02/2016;2016;;590.2;754.9;628.2;695.4;600.0;653.74;0;;;0;;0;6;0;0;0;0;0;0
M;Outros;Outro;Formado;IE17;2012;10/11/2016;2016;;;;;;;;7.27;;7.43;8.28;;7.537;62;25;1;0.609756098;0.403225806;0.2;0.348432056
M;SISU;AC;Desistente;IE17;2014;19/07/2017;2017;;648.5;649.5;592.1;768.3;480.0;627.68;0;;;0;;0;5;0;0;0;0;0;0
M;PSC;AC;Desistente;IE17;2012;27/11/2012;2012;;;;;;;;0;;;0;;1.806666667;6;1;1;0.024390244;0.166666667;0.2;0.013937282
M;PSC;AC;Formado;IE17;2014;19/01/2018;2018;;;;;;;;7.78;;5.43;9.63;5.25;7.358;49;42;5;1.024390244;0.857142857;1;0.819512195
